com.samsung.shealth.report,6267007,3
timezone,start_date,update_time,create_time,type,is_empty,version,deviceuuid,content,pkg_name,datauuid,compressed_content
America/Los_Angeles,1719126000000,2024-07-01 20:59:04.947,2024-07-01 20:59:04.947,0,0,3,1Aysn0n5s3,X,com.sec.android.app.shealth,768bef13-8d91-4e13-8903-aa59fd8406ce,768bef13-8d91-4e13-8903-aa59fd8406ce.compressed_content.json,
America/Los_Angeles,1719730800000,2024-07-07 20:27:48.667,2024-07-07 20:27:48.667,0,0,3,1Aysn0n5s3,X,com.sec.android.app.shealth,43da5144-57c3-452e-a9d4-f517fd32af5d,43da5144-57c3-452e-a9d4-f517fd32af5d.compressed_content.json,
America/Los_Angeles,1720335600000,2024-07-14 20:28:41.211,2024-07-14 20:28:41.211,0,0,3,1Aysn0n5s3,X,com.sec.android.app.shealth,f0b0288f-145f-46b4-90ce-affeacb60451,f0b0288f-145f-46b4-90ce-affeacb60451.compressed_content.json,
America/Los_Angeles,1720940400000,2024-07-21 20:40:33.926,2024-07-21 20:40:33.926,0,0,3,1Aysn0n5s3,X,com.sec.android.app.shealth,9491930a-0041-434b-b0d2-3bea31216c85,9491930a-0041-434b-b0d2-3bea31216c85.compressed_content.json,
America/Los_Angeles,1721545200000,2024-07-28 20:31:53.999,2024-07-28 20:31:53.999,0,0,3,1Aysn0n5s3,X,com.sec.android.app.shealth,af579ea4-2700-4b07-b91f-2b6bb319c02d,af579ea4-2700-4b07-b91f-2b6bb319c02d.compressed_content.json,
America/Los_Angeles,1722150000000,2024-08-04 20:59:10.098,2024-08-04 20:59:10.098,0,0,3,1Aysn0n5s3,X,com.sec.android.app.shealth,bb4a9ffa-e635-441d-8630-399750818ac7,bb4a9ffa-e635-441d-8630-399750818ac7.compressed_content.json,
America/Los_Angeles,1722754800000,2024-08-11 20:35:02.390,2024-08-11 20:35:02.390,0,0,3,1Aysn0n5s3,X,com.sec.android.app.shealth,8d9c2045-41e0-4225-ad48-e68e0e8abc8d,8d9c2045-41e0-4225-ad48-e68e0e8abc8d.compressed_content.json,
America/Los_Angeles,1723359600000,2024-08-18 21:10:07.562,2024-08-18 21:10:07.562,0,0,3,1Aysn0n5s3,X,com.sec.android.app.shealth,c411bf08-0a50-4362-bbc7-6b3a5917a250,c411bf08-0a50-4362-bbc7-6b3a5917a250.compressed_content.json,
America/Los_Angeles,1723964400000,2024-08-25 20:34:09.420,2024-08-25 20:34:09.420,0,0,3,1Aysn0n5s3,X,com.sec.android.app.shealth,a0b9f945-d41b-4973-a7ac-b6a0ce836459,a0b9f945-d41b-4973-a7ac-b6a0ce836459.compressed_content.json,
America/Los_Angeles,1724569200000,2024-09-01 20:27:59.227,2024-09-01 20:27:59.227,0,0,3,1Aysn0n5s3,X,com.sec.android.app.shealth,f66ea1d5-3086-470c-aba3-d0b0df680c3a,f66ea1d5-3086-470c-aba3-d0b0df680c3a.compressed_content.json,
America/Argentina/Buenos_Aires,1725159600000,2024-09-08 16:27:39.705,2024-09-08 16:27:39.705,0,0,3,1Aysn0n5s3,X,com.sec.android.app.shealth,75f4271f-b07a-4662-801c-967aa4c4cb50,75f4271f-b07a-4662-801c-967aa4c4cb50.compressed_content.json,
America/Argentina/Buenos_Aires,1725764400000,2024-09-15 16:53:04.274,2024-09-15 16:53:04.274,0,0,3,1Aysn0n5s3,X,com.sec.android.app.shealth,5a562e5d-9c42-4008-bd0c-9347a9649bcc,5a562e5d-9c42-4008-bd0c-9347a9649bcc.compressed_content.json,
America/Argentina/Buenos_Aires,1726369200000,2024-09-22 16:42:40.297,2024-09-22 16:42:40.297,0,0,3,1Aysn0n5s3,X,com.sec.android.app.shealth,b0d30f54-3dc9-4343-b4ca-0c83b24a18bf,b0d30f54-3dc9-4343-b4ca-0c83b24a18bf.compressed_content.json,
America/Argentina/Buenos_Aires,1726974000000,2024-09-29 16:29:56.007,2024-09-29 16:29:56.007,0,0,3,1Aysn0n5s3,X,com.sec.android.app.shealth,73404cb8-bdb2-48fb-a0a8-70344524bd07,73404cb8-bdb2-48fb-a0a8-70344524bd07.compressed_content.json,
America/Argentina/Buenos_Aires,1727578800000,2024-10-06 17:02:19.382,2024-10-06 17:02:19.382,0,0,3,1Aysn0n5s3,X,com.sec.android.app.shealth,572ab760-bcd7-453a-894a-9c6080a6d08d,572ab760-bcd7-453a-894a-9c6080a6d08d.compressed_content.json,
